Name,Genre,ESRB_Rating,Platform,Critic_Score
Armored Core: Master of Arena,Simulation,E,PS,7.2
The Four Kings Casino and Slots,Simulation,T,PC,9.6
ATV: Quad Power Racing,Racing,E,GBA,5.5
Peter Jackson's King Kong: The Official Game of the Movie,Action,T,X360,7.9
Reload: Target Down,Shooter,T,Wii,5.1
Backyard NFL Football,Sports,E,GC,7.5
All-Star Baseball 2003,Sports,E,XB,3.6
MTX Mototrax,Racing,E,PS2,7.9
Indiana Jones and the Staff of Kings,Action,T,PSP,7.4
Polarium,Puzzle,E,DS,7.6
DuckTales: Remastered,Platform,E,PC,1.1
ReCore,Action-Adventure,T,XOne,9.5
Nancy Drew: The Mystery of the Clue Bender Society,Adventure,E10,DS,1.7
Tomb Raider: Underworld (Others sales),Adventure,T,PS2,2.3
NHL Rock the Rink,Sports,E,PS,7.5
NBA ShootOut 2004,Sports,E,PS2,5.6
Zoo Resort 3D,Simulation,E,3DS,4.9
Castlevania: Harmony of Dissonance,Platform,T,GBA,8.6
Pirates of the Caribbean: Dead Man's Chest,Adventure,T,DS,2.7
Formula One 2001,Racing,E,PS2,7
Baldur's Gate: Dark Alliance II,Role-Playing,T,XB,1.8
Disney Sing It: Pop Hits,Misc,E,PS3,8.3
Madden NFL 2005,Sports,E,DS,3.4
Monsters vs. Aliens,Platform,E10,Wii,5.6
Shatter,Puzzle,E,PC,8.6
Game of Thrones,Role-Playing,M,X360,5.9
MVP Baseball 2004,Sports,E,GC,8.9
Secret Weapons Over Normandy,Simulation,T,XB,9.5
Super Street Fighter II: Turbo Revival,Fighting,E,GBA,8.4
Teen Titans,Action,E10,PS2,6.6
Spelling Challenges and more!,Misc,E,PSP,4.5
NASCAR 09,Racing,E,PS3,1
Crusaders of Might and Magic,Role-Playing,T,PS,6
Elex,Role-Playing,M,PC,8.3
Star Wars The Clone Wars: Republic Heroes,Action,T,PS2,3.1
Bomberman Generation,Adventure,E,GC,8.4
Need for Speed Rivals,Racing,E10,PC,7.2
Game & Wario,Party,E,WiiU,6.2
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,Wii,6.9
Surfing H3O,Sports,E,PS2,6.4
Hunted: The Demon's Forge,Role-Playing,M,PS3,6.1
NASCAR 09,Racing,E,X360,7.1
Tetris Effect,Puzzle,E,PS4,2.2
Smart Girl's Playhouse,Misc,E,DS,3.2
L.A. Noire,Adventure,M,XOne,8.1
Ice Age 2: The Meltdown,Platform,E,GBA,5
The Suite Life of Zack & Cody: Tipton Trouble,Action,E,DS,4.3
World Series of Poker,Misc,E10,XB,5.3
NHL 08,Sports,E10,PS3,4.4
The Amazing Spider-Man 2 (2014),Action-Adventure,T,X360,6.7
Galactic Attack,Shooter,E,SAT,8.8
Happy Feet,Adventure,E,GC,7.7
Project Runway,Simulation,E,Wii,6
Walt Disney's The Jungle Book: Rhythm N'Groove,Misc,E,PS2,8.1
Minute to Win It,Misc,E,Wii,9.6
Triple Play 2002,Sports,E,XB,8.4
Sonic Boom: Fire & Ice,Platform,E,3DS,6.9
Evil Zone,Fighting,T,PS,10
Spy Kids Challenger,Platform,E,GBA,2.1
Juiced 2: Hot Import Nights,Racing,T,PS3,8.3
LEGO The Hobbit,Action-Adventure,E10,3DS,7
The Legend of Heroes: Trails of Cold Steel,Role-Playing,T,PSV,10
Exhibition,Misc,M,XB,5.4
Scrabble,Misc,E,PS,6.7
Amped 2,Sports,E,XB,5.6
Mega Man Legacy Collection 1+2,Platform,E10,NS,8.5
Michael Jackson: The Experience,Misc,E10,DS,5.5
Ace Combat: Assault Horizon Legacy,Simulation,T,3DS,7
Blaster Master: Blasting Again,Shooter,T,PS,7.7
College Hoops 2K6,Sports,E,PS2,8.3
Pro Evolution Soccer 2014,Sports,E,X360,7.9
Prison Break: The Conspiracy,Adventure,T,PS3,3.3
Barbie: Jet  Set & Style!,Misc,E,Wii,2.8
Up,Adventure,E10,PS3,6.7
Sid Meier's Civilization VI,Strategy,E10,NS,9.4
WipEout XL,Racing,E,PS,8.8
The Powerpuff Girls: Chemical X-Traction,Action,E,PS,3.9
Dynasty Warriors 6 (JP sales),Action,T,PS2,9.2
Dead or Alive Xtreme 2,Sports,M,X360,5.3
Men of Valor,Shooter,M,XB,6.3
Scrabble,Puzzle,E,DS,3.4
Spirit Camera: The Cursed Memoir,Action-Adventure,T,3DS,5.7
Bomberman Tournament,Puzzle,E,GBA,8.8
Beyblade: Metal Fusion,Role-Playing,E,DS,2.7
Medal of Honor European Assault,Shooter,T,GC,7.9
Zoo Tycoon 2: Ultimate Collection,Strategy,E10,PC,8.1
Billy Hatcher and the Giant Egg,Platform,E,GC,7.3
NHL 08,Action,E10,X360,9.2
Midway's Greatest Arcade Hits,Misc,E,GBA,2.7
Imagine: Ballet Star,Simulation,E,DS,9.4
WipEout Fusion,Racing,E,PS2,2.1
Golden Nugget Casino,Misc,E,GBA,6.4
NHL 06,Sports,E10,XB,1.4
Animal Paradise,Simulation,E,DS,7.4
Atari Anthology,Misc,E,XB,5.2
Crash Tag Team Racing,Racing,E10,PSP,6.3
Ultimate Fighting Championship,Fighting,T,PS,7.9
XIII,Shooter,M,XB,3.7
Star Trek: The Game,Action-Adventure,T,PS3,4.1
MotoGP '07,Racing,E,X360,7.7
My Virtual Tutor: Reading Adventure Kindergarten to First,Misc,E,DS,3.1
Silent Hunter 5: Battle of the Atlantic,Simulation,T,PC,3.1
Spider-Man: Web of Shadows,Action,T,Wii,6
SpongeBob's Truth or Square (US sales),Action,E,X360,2.3
Madagascar: Escape 2 Africa,Action,E10,X360,2.2
Trials Fusion,Racing,E10,XOne,8.4
Kung Fu Panda 2,Action,E10,X360,1.1
Marvel: Ultimate Alliance 2,Role-Playing,T,PSP,1
UEFA Euro 2008 Austria-Switzerland,Sports,E,PSP,6.9
Jonah Lomu Rugby Challenge,Sports,E,PS3,7.7
Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,8.1
Danganronpa V3: Killing Harmony,Adventure,M,PS4,2.2
F1 Pole Position 64,Racing,E,N64,7.6
Fox Sports College Hoops '99,Sports,E,N64,2.5
Gex 64: Enter the Gecko,Action,E,N64,5.3
Hybrid Heaven,Role-Playing,T,N64,7
MRC: Multi-Racing Championship,Racing,E,N64,6.3
NBA Courtside 2 featuring Kobe Bryant,Sports,E,N64,3.5
NBA Showtime: NBA on NBC,Sports,E,N64,5.2
Persona Q: Shadow of the Labyrinth,Role-Playing,M,3DS,8.3
Tony Hawk's Proving Ground,Sports,T,Wii,3.6
Wayne Gretzky's 3D Hockey '98,Sports,E,N64,8.9
Wheel of Fortune,Misc,E,N64,9
Cars,Racing,E,X360,7
Big Beach Sports 2,Sports,E,Wii,5.4
The Elder Scrolls IV: Oblivion,Role-Playing,M,PC,9.2
The Mummy: Tomb of the Dragon Emperor,Adventure,T,PS2,5.2
Def Jam Vendetta,Fighting,T,GC,8.8
Scooby-Doo! Unmasked,Platform,E,PS2,9.8
Spider-Man: Edge of Time,Action,T,X360,5.8
The Sims 2,Simulation,T,XB,2.2
Caesars Palace II,Misc,E,PS,6.1
Samurai Warriors 4,Fighting,T,PS4,6.7
World Series Baseball 2K3,Sports,E,PS2,3.9
The Backyardigans,Adventure,E,DS,8.2
Madden NFL 17,Sports,E,PS3,2.1
The Outfit,Action,M,X360,7
Avatar: The Last Airbender - The Burning Earth,Action,E10,Wii,7.6
Family Guy: Back to the Multiverse,Action-Adventure,M,X360,9.8
Don King Presents: Prizefighter,Sports,T,X360,4
Daisy Fuentes Pilates,Sports,E,Wii,5.6
SBK Superbike World Championship,Racing,E10,PS3,1.5
Devil Kings,Action,T,PS2,8.9
Darksiders III,Action,M,PS4,3.5
NBA JAM Tournament Edition,Sports,E,PS,9.4
NBA Live 15,Sports,E,PS4,5.9
Medabots AX: Metabee / Rokusho Ver.,Role-Playing,E,GBA,9
Stronghold Legends,Strategy,T,PC,9.7
Bolt,Adventure,E10,X360,3.5
Monster Jam: Path of Destruction,Racing,E,PS3,9.9
Shadow Man,Action,M,PS,2.9
Ninja Gaiden 3,Action,M,X360,1.9
LEGO Star Wars III: The Clone Wars,Action,E10,PC,7.6
Dynasty Warriors 6,Action,T,PS2,1.6
America's Army: Rise of a Soldier,Shooter,T,XB,4.1
Grandia,Role-Playing,E,PS,8.4
Indiana Jones and the Staff of Kings,Action,T,DS,1.5
Dreamworks Madagascar Kartz,Racing,E,X360,6.8
F1 2000,Racing,E,PS,7.6
Ys: Memories of Celceta,Role-Playing,T,PSV,4.4
Littlest Pet Shop: Country Friends,Simulation,E,DS,9.7
We Sing Pop!,Music,T,Wii,5.4
Armored Core 4,Simulation,T,X360,6.5
Pirates of the Caribbean: The Legend of Jack Sparrow,Adventure,T,PS2,9.7
X-Men Origins: Wolverine,Action,T,Wii,7
Dood's Big Adventure,Platform,E,Wii,2.8
WRC: World Rally Championship,Racing,E,PS2,7.4
Ed  Edd n Eddy: The Mis-Edventures,Platform,E,GC,4.6
Cars: Mater-National Championship,Racing,E,PS2,6.6
The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,PS3,8
Teenage Mutant Ninja Turtles: Danger of the Ooze,Platform,E10,PS3,3.8
Ben 10 Ultimate Alien: Cosmic Destruction,Platform,E10,PS3,5.8
Dune 2000,Strategy,T,PS,8.8
Major League Baseball 2K7,Sports,E,PS3,3.6
Project Highrise: Architect's Edition,Simulation,E10,PC,2.1
Project Overkill,Shooter,M,PS,8.1
Jumping Flash! 2,Platform,E,PS,7.8
Nickelodeon Party Blast,Misc,E,GC,8.2
Final Fantasy XI: Chains of Promathia,Role-Playing,T,PS2,7.3
Lego Star Wars: The Force Awakens,Action-Adventure,E10,PC,3.8
Transformers: War for Cybertron -- Autobots,Action,E10,DS,3
Butt Ugly Martians: B.K.M. Battles,Action,E,GBA,6
X-Men Legends II: Rise of Apocalypse,Role-Playing,T,GC,8.2
Racquet Sports,Sports,E,Wii,5.5
Hasbro Family Game Night 3,Misc,E,PS3,1.8
Far Cry: Primal,Action-Adventure,M,PC,8
Sorry! / Aggravation / Scrabble Junior,Misc,E,GBA,4.6
NBA Courtside 2002,Sports,E,GC,7.6
Valkyria Chronicles 4,Role-Playing,T,PS4,4.7
FIFA 14,Sports,E,PSP,4.7
Avatar: The Last Airbender - Into the Inferno,Adventure,E10,PS2,7.1
NBA Live 18,Sports,E,PS4,8.3
Dora the Explorer: Journey to the Purple Planet,Adventure,EC,PS2,4.7
Digimon World: Data Squad,Role-Playing,E10,PS2,6.2
Cabela's Outdoor Adventures (2009),Sports,T,X360,3.8
Atelier Meruru: Alchemist of Arland 3,Role-Playing,T,PS3,2.5
Catz,Simulation,E,GBA,5.4
That's So Raven: Psychic on the Scene,Adventure,E,DS,7.8
7th Dragon III Code: VFD,Role-Playing,T,3DS,7.5
Mega Man X Collection,Misc,E,PS2,7.5
Style Savvy: Fashion Forward,Simulation,E,3DS,6.9
Tearaway Unfolded,Platform,E,PS4,6.7
Lumines: Electronic Symphony,Misc,E,PSV,1.1
Far Cry Instincts Predator,Shooter,M,X360,8
X-Men: Destiny,Action,T,PS3,5.1
Lunar: Silver Star Harmony,Role-Playing,T,PSP,7.9
Just Dance Kids 2,Misc,E,PS3,1.9
Toukiden: The Age of Demons,Action,T,PSV,5
Panzer General,Strategy,E,PS,7.5
Star Wars Battlefront,Shooter,T,PC,9.7
Game of Thrones,Role-Playing,M,PS3,1.5
Persona 5,Role-Playing,M,PS3,1.5
Spawn the Eternal,Action,M,PS,1.9
Army Men: Sarge's Heroes 2,Action,T,PS,7.3
MLB,Sports,E,PSP,8
Turning Point: Fall of Liberty,Shooter,T,PS3,5.2
Percy Jackson and the Olympians: The Lightning Thief,Role-Playing,E10,DS,6.8
Disney Stitch Jam,Misc,E,DS,5.9
Britney's Dance Beat,Misc,E,PS2,3.9
Call of Duty: Modern Warfare Remastered,Shooter,M,XOne,7.9
Virtua Tennis 4,Sports,E,X360,6.5
.hack//G.U. Last Recode,Role-Playing,T,PS4,8
God Eater 2: Rage Burst,Role-Playing,T,PC,1.2
SRS: Street Racing Syndicate,Racing,T,XB,6.6
Fuel,Racing,E,PS3,6.6
Vexx,Platform,T,PS2,5.9
Hello Neighbor,Action,E10,NS,8.1
NBA Live 10,Sports,E,PSP,5.9
Street Fighter Alpha Anthology,Fighting,T,PS2,9.9
TimeSplitters: Future Perfect,Shooter,M,PS2,6.7
Harvest Moon: Magical Melody,Simulation,E,GC,8
Zumba Fitness: World Party,Misc,E,XOne,3.5
Ride,Racing,E,PS4,2.3
Enslaved: Odyssey to the West,Action,T,PC,1.1
Genma Onimusha,Action,M,XB,3.7
DK: King of Swing,Platform,E,GBA,7.1
K-1 Revenge,Fighting,E,PS,2.3
G-Police,Action,E,PS,5.1
Lego Star Wars: The Force Awakens,Action-Adventure,E10,X360,8.8
Ultimate Band,Misc,E10,Wii,6.9
Command & Conquer 3: Kane's Wrath,Strategy,T,X360,7
Corvette,Racing,E,XB,1.8
AC/DC LIVE: Rock Band Track Pack,Misc,T,PS3,5.6
Dreamcast Collection,Misc,T,X360,5.3
Just Dance 2017,Misc,E10,PS4,7.2
Ben 10 Ultimate Alien: Cosmic Destruction,Platform,E10,PSP,3.6
Burnout 2: Point of Impact,Racing,E,XB,3
Super Monkey Ball Deluxe,Misc,E,PS2,3.3
Imagine: Teacher Class Trip,Adventure,E,DS,6.9
Dynasty Warriors 7,Action,T,X360,5.9
Kill.Switch,Shooter,M,XB,2.5
Homefront,Shooter,M,PC,6.6
Saints Row IV: Re-Elected,Action,M,XOne,1.2
The Escapists 2,Action,T,PS4,6.3
Dancing With The Stars,Misc,E10,Wii,9.8
Pictionary: Ultimate Edition,Misc,E,PS3,6
Peter Jackson's King Kong: The Official Game of the Movie,Action,T,GC,8.1
The Simpsons: Road Rage,Racing,T,GC,6
Farming Simulator 2015,Simulation,E,XOne,6.3
Muramasa Rebirth,Role-Playing,T,PSV,6.5
Sonic CD,Platform,E,PC,3.1
Azurik: Rise of Perathia,Action,T,XB,5.4
Paws & Claws: Pet Resort,Simulation,E,DS,5.3
Dragon Ball Z: Sagas,Fighting,T,XB,5.5
The Price Is Right 2010 Edition,Misc,E,Wii,5.1
Bakugan: Battle Brawlers,Action,E,X360,8
Final Fantasy Fables: Chocobo Tales,Adventure,E,DS,7.4
Ms. Pac-Man: Maze Madness / Pac-Man World,Puzzle,E,GBA,8.2
NHRA Championship Drag Racing,Racing,E,PS2,8
Boogie SuperStar,Misc,E10,Wii,1.7
Monster Jam,Racing,E,PS2,8.4
Cradle of Rome,Puzzle,E,DS,2.4
Resident Evil Archives: Resident Evil Zero,Action,M,Wii,5.8
Driver '76,Racing,M,PSP,5.5
Transformers: Devastation,Action,T,PS4,3.1
Harvest Moon: Another Wonderful Life,Role-Playing,E,GC,7.7
Army Men: Air Combat,Action,T,N64,7.6
Midway's Greatest Arcade Hits Volume 1,Misc,E,N64,4.1
Paperboy,Action,E,N64,8
Ready 2 Rumble Boxing: Round 2,Fighting,T,N64,6.9
Road Rash 64,Racing,T,N64,2.9
South Park: Chef's Luv Shack,Misc,M,N64,5.4
NCAA College Basketball 2K3,Sports,E,PS2,2.2
Hoard,Strategy,E,PC,7.5
NCAA March Madness 2004,Sports,E,XB,7.1
Lucky Luke,Action,E,PS,3.9
Fantastic 4,Action,T,GC,2.1
Spider-Man: Shattered Dimensions,Action,T,Wii,7.5
The Adventures of Tintin: The Game,Adventure,E10,X360,5
Tony Hawk's American Sk8land,Sports,E,GBA,6
Valhalla Knights,Role-Playing,E10,PSP,5.2
Forsaken,Shooter,M,PS,1.6
Darksiders II: Deathinitive Edition,Action-Adventure,M,PS4,7.5
The Incredible Hulk,Action,E10,DS,1.7
The Hobbit,Adventure,E,XB,9.4
Dance Dance Revolution: Disney Channel Edition,Simulation,E,PS2,7.4
The Elder Scrolls Online: Morrowind,MMO,M,PS4,4.5
Nickelodeon Dance,Sports,E,Wii,8.6
Harry Potter and the Order of the Phoenix,Adventure,E10,PS3,8
Street Fighter 30th Anniversary Collection,Fighting,T,PS4,9.7
Luminous Arc,Role-Playing,T,DS,6.8
Juiced 2: Hot Import Nights,Racing,T,DS,2.7
Avalon Code,Role-Playing,E10,DS,7.1
4X4 EVO 2,Racing,E,XB,7.1
XS Airboat Racing,Racing,E,PS,6.6
MX vs. ATV Reflex,Racing,E,PSP,5.3
Pure Futbol,Sports,E,PS3,4
Grand Theft Auto,Action,M,GBA,7.1
Dora the Explorer: Super Star Adventures,Adventure,E,GBA,2.3
A Way Out,Action,M,XOne,8.1
Ghost Rider,Action,T,PSP,5
X-Men: Destiny,Action,T,X360,4.9
Midway Arcade Treasures: Extended Play,Misc,M,PSP,5.6
Cities in Motion,Simulation,E,PC,2.9
NBA Live 14,Sports,E,XOne,7.4
My Street,Misc,E,PS2,4.8
Disney Epic Mickey 2: The Power of Two,Platform,E,WiiU,5.9
Digimon World: Next Order,Role-Playing,E10,PS4,8.7
Just Dance 2019,Music,E,Wii,4.6
Wild 9,Action,T,PS,3.6
Cabela's Big Game Hunter 2012,Sports,T,PS3,5.7
Amazing Adventures: The Forgotten Ruins,Adventure,E,DS,6.1
Shadow Hearts: Covenant,Role-Playing,T,PS2,8.1
Bakugan: Battle Brawlers,Action,E,PS3,4.7
Classic NES Series: The Legend of Zelda,Adventure,E,GBA,8.4
PDC World Championship Darts 2008,Sports,E10,Wii,2
theHunter: Call of the Wild,Shooter,T,PS4,4.7
Birds of Steel,Simulation,T,PS3,9.5
PGA Tour 96,Sports,E,PS,4.4
G.I. Joe: The Rise of Cobra,Action,T,X360,3.8
Covert Ops: Nuclear Dawn,Action,M,PS,5.5
Pictionary: Ultimate Edition,Misc,E,X360,8.8
Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,M,PS3,7
Dynasty Warriors 6 Empires,Action,T,X360,6.3
Galaga: Destination Earth,Shooter,E,PS,7.1
Tiger Woods PGA Tour 10,Sports,E,PSP,8.1
Singularity,Shooter,M,PS3,7.8
FIFA World Cup Germany 2006,Sports,E,XB,7.8
Shrek's Carnival Craze Party Games,Misc,E,DS,5
Polly Pocket: Super Splash Island,Action,E,GBA,9.2
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Role-Playing,M,X360,8.6
Disgaea: Afternoon of Darkness,Role-Playing,T,PSP,8.7
We Love Golf!,Sports,E,Wii,9.6
God of War Collection,Action,M,PSV,8.4
Sesame Street: Elmo's Number Journey,Misc,EC,PS,2.2
The Godfather (US & Others sales),Action,M,X360,8.8
Loving Life with Hello Kitty & Friends,Misc,E,DS,1.1
Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,T,Wii,7.5
Divinity II: Ego Draconis,Role-Playing,M,X360,6
Prince of Persia: The Forgotten Sands,Action,T,Wii,7.5
Scrabble (Others sales),Puzzle,E,DS,2.6
Afro Samurai,Action,M,X360,6.4
Disney's A Christmas Carol,Adventure,E,DS,4.2
Imagine: Zookeeper,Simulation,E,DS,4
Grand Slam Tennis 2,Sports,E,PS3,7.7
Killer is Dead,Action,M,PS3,9.7
Are You Smarter than a 5th Grader? Game Time,Puzzle,E,DS,7.2
METRO 2033,Shooter,M,PC,7.5
NASCAR 08,Racing,E,PS2,1.6
Payday 2,Shooter,M,XOne,7.8
DC Universe Online,MMO,T,PC,7
Hot Shots Tennis: Get a Grip,Sports,E,PSP,8
Naruto: Path of the Ninja 2,Role-Playing,E10,DS,1.6
Karaoke Revolution Volume 2,Misc,E,PS2,8.9
Wallace & Gromit in Project Zoo,Platform,E,PS2,6
Harry Potter and the Goblet of Fire,Adventure,E10,DS,6.3
Skylanders: SuperChargers Racing,Action-Adventure,E10,Wii,10
Street Fighter EX2 Plus,Fighting,T,PS,7.2
Viva Pinata: Party Animals,Misc,E,X360,5.5
Zumba Fitness: World Party,Misc,E,Wii,2.2
The Lord of the Rings: Aragorn's Quest,Action,T,Wii,6.4
Sands of Destruction,Role-Playing,T,DS,6.5
Jet X20,Racing,E,PS2,9.8
Cabela's Outdoor Adventures (2009),Sports,T,PS3,4.5
NASCAR Thunder 2004,Racing,E,XB,2.7
Buffy the Vampire Slayer,Action,T,XB,7
Wipeout 2,Misc,E,3DS,2.5
Harry Potter and the Goblet of Fire,Adventure,E10,XB,6.7
The Club,Shooter,M,PS3,7.5
Angry Birds,Puzzle,E,PC,8.2
Madden NFL 12,Sports,E,PSP,9
Hotel for Dogs,Simulation,E,DS,8.7
Dynasty Warriors Gundam Reborn,Action,T,PS3,8.1
Spec Ops: The Line,Shooter,RP,PC,2.3
Megamind: Mega Team Unite,Adventure,E10,Wii,8.9
Rock Band Track Pack Volume 1,Misc,T,Wii,8.6
Carnival Island,Misc,E,PS3,2.5
Cross Edge,Role-Playing,T,PS3,5.4
Puss in Boots,Misc,E10,X360,9.5
Rock Band Country Track Pack,Misc,E10,X360,1.8
World Series Baseball,Sports,E,XB,4.4
Attack on Titan 2,Action,M,NS,7
Tony Hawk's Pro Skater 5,Sports,T,PS4,9
Test Drive: Eve of Destruction,Racing,T,PS2,6.9
Starsky & Hutch,Racing,T,XB,6
Jeremy McGrath Supercross World,Racing,T,PS2,7.1
Jewels of the Tropical Lost Island,Puzzle,E,DS,9.3
Rock Band Track Pack Volume 2,Misc,T,Wii,9.1
Meteos,Puzzle,E,DS,8.8
The Scorpion King: Rise of the Akkadian,Action,T,PS2,8.2
WWE All Stars,Action,T,3DS,7
All-Star Baseball 2001,Sports,E,N64,9.2
Star Wars Jedi Knight II: Jedi Outcast,Shooter,T,GC,7.1
Tom Clancy's Splinter Cell,Action,T,GC,2.1
Angry Birds: Star Wars,Puzzle,E,PS4,2.6
Elex,Role-Playing,M,PS4,5
ESPN NHL Hockey,Sports,E,PS2,4.1
Harvest Moon GB,Simulation,E,GB,5.2
DiRT Showdown,Racing,E10,X360,7.5
Sherlock Holmes and the Mystery of Osborne House,Adventure,E10,DS,9.9
The Incredible Hulk: Ultimate Destruction,Action,T,XB,4.6
NCAA GameBreaker 2003,Sports,E,PS2,2.7
Gundam Battle Assault,Fighting,T,PS,1.2
Tony Hawk's Downhill Jam,Sports,E10,Wii,4.3
Virtua Fighter Kids,Fighting,T,SAT,6.6
Madagascar: Escape 2 Africa,Action,E10,PS3,8.9
Rocket Power: Beach Bandits,Platform,E,GC,9.9
RIGS: Mechanized Combat League,Action,T,PS4,4.1
Shaun White Snowboarding,Sports,E10,DS,6.2
Looney Tunes: Acme Arsenal,Action,E10,Wii,5.5
M&M's Kart Racing,Racing,E,Wii,9.1
Tom Clancy's Rainbow Six: Rogue Spear,Shooter,T,PS,6.9
NHL FaceOff 2001,Sports,E,PS,7.2
Me & My Katamari,Puzzle,E,PSP,7.2
Yu-Gi-Oh! GX: Duel Academy,Misc,E,GBA,2.8
Tribes: Aerial Assault,Shooter,T,PS2,4.2
Ultimate Band,Misc,E,DS,2.3
Colony Wars: Vengeance,Simulation,E,PS,8.6
Madden NFL 06,Sports,E,GBA,2.9
Family Fest presents: Movie Games,Action,E10,Wii,9.6
NASCAR 08,Racing,E,PS3,8.6
Perfect Weapon,Action,T,PS,8.5
Corpse Party: Blood Drive,Adventure,M,PSV,8.2
NBA 2K6,Action,E,X360,8
Hello Kitty Seasons,Adventure,E,Wii,5.4
Major League Baseball 2K10,Sports,E,PS2,5.9
TrackMania: Build to Race,Racing,E,Wii,7
Mafia,Action,M,XB,8
SSX on Tour,Sports,E,PSP,8.2
Madden NFL 13,Sports,E,WiiU,7.2
What's Cooking? Jamie Oliver,Simulation,E,DS,3.2
Hannah Montana: The Movie,Adventure,E,PS3,7
Airblade,Sports,T,PS2,6.8
Dynasty Warriors: Strikeforce,Action,T,X360,7.3
Mega Man & Bass,Platform,E,GBA,5.8
Anno 2205,Strategy,E10,PC,1.9
Transformer: Rise of the Dark Spark,Shooter,T,PS4,4.1
Mortal Kombat: Armageddon,Fighting,M,Wii,6.8
Neopets Puzzle Adventure,Puzzle,E,Wii,8.1
Pinball Hall of Fame: The Gottlieb Collection,Misc,E,PSP,7.2
World Series of Poker 2008: Battle for the Bracelets,Action,T,PS2,3.3
Bass Pro Shops: The Hunt,Sports,T,Wii,5.3
Genji: Dawn of the Samurai,Action,M,PS2,6
Critical Depth,Action,T,PS,7.7
Barbie as The Island Princess,Adventure,E,GBA,5.5
Cars 2,Racing,E,3DS,1.9
Deca Sports 3,Sports,E,Wii,3.5
Rune Factory: Tides of Destiny,Simulation,E10,PS3,6.5
Mega Man Battle Network 5: Team Colonel / Protoman,Role-Playing,E,GBA,7.2
The Italian Job,Racing,T,PS2,7.5
Pitfall: The Big Adventure,Adventure,E,Wii,5.6
Barbie and the Three Musketeers,Adventure,E,Wii,4
Lunar Knights,Role-Playing,E10,DS,8.2
Ys Seven,Role-Playing,T,PSP,7.6
Freedom Fighters,Shooter,T,XB,3
Soldier of Fortune II: Double Helix,Shooter,M,XB,3
Disney Princess: Enchanted Journey,Adventure,E,PS2,6.7
Hot Wheels: Beat That!,Racing,E,DS,3.9
Sniper: Ghost Warrior 3,Shooter,M,PC,2.5
Alundra,Role-Playing,T,PS,8.8
Bratz: Girlz Really Rock,Action,E,PS2,5.5
Rampage 2: Universal Tour,Action,T,PS,3.7
BlowOut,Shooter,T,PS2,3.9
NFL Blitz Pro,Sports,E,PS2,9.5
Tiger Woods PGA Tour 2003,Sports,E,GC,6
The Evil Within 2,Action,M,PC,2.2
New Carnival Games,Misc,E,DS,8.2
I Love Horses,Simulation,E,DS,9.5
Pocket Fighter,Fighting,T,PS,5.3
Bicycle Casino 2005,Misc,E,XB,1.5
Hooked! Real Motion Fishing,Sports,E,Wii,9.8
NCAA Football 09,Sports,E,PSP,6.5
.hack//G.U. Vol.2//Reminisce,Role-Playing,T,PS2,6.2
AC/DC LIVE: Rock Band Track Pack,Misc,T,X360,6.7
Tony Hawk's Proving Ground,Sports,E10,DS,1.5
NCAA GameBreaker 2004,Sports,E,PS2,1.8
Need for Speed: Undercover,Racing,E10,DS,1.1
Valhalla Knights 2,Role-Playing,E10,PSP,5
The Polar Express,Adventure,E,PS2,8.3
LEGO The Hobbit,Action-Adventure,E10,WiiU,10
Spider-Man: Edge of Time,Action,T,PS3,1.9
Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,E10,PC,8.7
Buzz! Junior: RoboJam,Misc,E,PS2,8.9
Tetris Attack,Puzzle,E,GB,7
No Man's Sky,Action-Adventure,T,XOne,6.8
NBA ShootOut 2003,Sports,E,PS2,7.3
Shinobi,Platform,T,3DS,7
The Crew,Racing,T,X360,9
Metal Gear Survive,Action,M,PS4,3.9
Justice League Heroes,Role-Playing,T,PSP,5.8
Silent Hill: Book of Memories,Action,M,PSV,2.4
Digimon World DS (JP sales),Role-Playing,E10,DS,5.3
Jersey Devil,Platform,E,PS,1.4
NHL FaceOff 2003,Sports,E,PS2,7.5
Risen 2: Dark Waters,Role-Playing,M,PS3,5.5
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sports,E,X360,5
Rogue Ops,Action,M,PS2,5.9
DiRT 4,Racing,T,XOne,2.8
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,T,X360,9.7
Skylanders Imaginators,Platform,E10,NS,6.9
Family Party: 30 Great Games Winter Fun,Sports,E,Wii,9.8
SingStar Celebration,Music,T,PS4,7.3
101-in-1 Party Megamix Wii,Misc,E10,Wii,7.2
Legion: The Legend of Excalibur,Action,M,PS2,8.2
Kung Fu Panda 2,Action,E,DS,5.1
Hitman: Absolution,Action,M,PC,9
Pro Evolution Soccer 2011,Sports,E,Wii,7.5
TNA iMPACT!,Fighting,T,PS2,6.1
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Sports,T,Wii,7.8
NBA Street: Showdown,Sports,E,PSP,7.5
